Status,Date,Start_Time,End_Time,Duration,Alert,Reason,Issue,Comment,id,equipment_name,created_at
ACTIVE,2025-09-22,08:07:47,08:09:47,2,No,-,-,-,444a892b-0a8e-496d-b776-0cbc620d08e6,IMA E06,2025-10-01 03:24:30.866611+00
ACTIVE,2025-09-19,06:41:01,06:51:31,10,No,-,-,-,4472ae5b-ac06-400e-be30-6f55e9a87bf7,IMA T19,2025-10-01 03:24:23.908734+00
ACTIVE,2025-09-25,12:55:11,12:58:41,4,No,-,-,-,449043fe-aa79-4bf3-b885-44ad27e77311,IMA E06,2025-10-01 03:24:32.624437+00
INACTIVE,2025-09-27,00:00:00,06:10:34,371,Yes,Admin,128 Daily CLIRT,-,44937416-5d7f-4c3a-8b95-7694899d1bf4,IMA T19,2025-10-01 03:24:26.969994+00
ACTIVE,2025-09-19,00:17:34,00:18:34,1,No,-,-,-,44a51321-4155-4f5c-b79e-9c1bad11eb9e,IMA E06,2025-10-01 03:24:30.005057+00
INACTIVE,2025-09-17,10:45:51,10:49:25,4,No,-,-,-,44bcd307-b930-4452-8271-a1006e533885,IMA T19,2025-10-01 03:24:22.877579+00
ACTIVE,2025-09-19,13:16:37,13:48:37,32,No,-,-,-,44d5a544-ff1d-4472-80fe-cecd0d8ebbab,IMA T19,2025-10-01 03:24:23.908734+00
INACTIVE,2025-09-17,14:36:03,14:37:03,1,No,-,-,-,44d6e2c0-14e5-4a09-b693-58226b596284,IMA E06,2025-10-01 03:24:29.128339+00
INACTIVE,2025-09-29,17:07:56,17:09:01,1,No,-,-,-,44f977ae-8e66-44ba-9e5c-b66910aa5ea1,IMA E06,2025-10-01 03:24:34.339012+00
ACTIVE,2025-09-24,23:48:38,00:00:00,11,No,-,-,-,44fa8a16-b287-4c30-88cc-73c8f334dd48,IMA E06,2025-10-01 03:24:32.188922+00
ACTIVE,2025-09-29,12:26:54,12:30:54,4,No,-,-,-,45043dbd-11d0-4de3-b93e-85367a20abca,IMA T19,2025-10-01 03:24:27.585911+00
ACTIVE,2025-09-20,15:40:53,15:42:23,2,No,-,-,-,45296ee9-8ca4-4d03-8aff-3fc63fbeabff,IMA T19,2025-10-01 03:24:24.504481+00
INACTIVE,2025-09-29,12:31:17,12:32:48,2,No,-,-,-,452fbd48-0cce-4919-977d-f0647a090547,IMA E06,2025-10-01 03:24:33.928006+00
ACTIVE,2025-09-17,10:38:28,10:39:28,1,No,-,-,-,4532c57a-0f12-48a3-aac4-1025b8fe968e,IMA T19,2025-10-01 03:24:22.877579+00
ACTIVE,2025-09-18,17:30:51,17:32:21,2,No,-,-,-,453fd8b6-cd0b-4450-9a42-299bd80aa5c4,IMA T19,2025-10-01 03:24:23.397716+00
ACTIVE,2025-09-24,17:20:10,17:41:10,21,No,-,-,-,45491c65-887e-436a-9c81-c02b65154753,IMA T19,2025-10-01 03:24:25.640136+00
ACTIVE,2025-09-30,14:51:04,14:55:04,4,No,-,-,-,45563de7-a81d-478f-881e-02ca3b9336ae,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-25,15:54:46,15:55:46,1,No,-,-,-,45622cb9-49fc-4529-a34a-7c0d970407d9,IMA E06,2025-10-01 03:24:32.624437+00
INACTIVE,2025-09-22,11:11:27,12:18:02,67,Yes,Admin,142 Break time,-,4567ae82-0064-4807-af5e-6370b86fb5fa,IMA T19,2025-10-01 03:24:25.118773+00
INACTIVE,2025-09-23,12:36:41,12:39:57,3,No,-,-,-,456fb605-8f4d-406e-84da-cb15948006bd,IMA E06,2025-10-01 03:24:31.74892+00
ACTIVE,2025-09-18,10:47:13,10:49:13,2,No,-,-,-,45adc64c-e7d3-4744-86d5-c0b64c6c4797,IMA T19,2025-10-01 03:24:23.397716+00
ACTIVE,2025-09-25,00:39:04,00:41:34,2,No,-,-,-,45c2f0e3-1815-4f95-9dda-9ae922671b97,IMA E06,2025-10-01 03:24:32.188922+00
INACTIVE,2025-09-25,19:25:37,19:28:40,3,Yes,Mechanical General,-,Seam guide lifting piston failure,45cdb313-7f40-49b7-9a5b-e2095cb46ab3,IMA T19,2025-10-01 03:24:26.172856+00
ACTIVE,2025-09-19,10:05:00,10:25:30,20,No,-,-,-,45d35122-0bfa-4cb3-8139-0d15fed51040,IMA E06,2025-10-01 03:24:30.005057+00
ACTIVE,2025-09-18,17:33:06,18:13:06,40,No,-,-,-,46063b1f-9b13-4d2c-9505-6a2cd483f83c,IMA T19,2025-10-01 03:24:23.397716+00
INACTIVE,2025-09-19,17:20:29,17:22:26,2,No,-,-,-,462e0aa4-a542-4062-a059-f25d8483fe8b,IMA E06,2025-10-01 03:24:30.437349+00
INACTIVE,2025-09-20,15:35:10,15:38:12,3,No,-,-,-,4645cd27-43cf-48d8-b73e-ecb5cdce3180,IMA E06,2025-10-01 03:24:30.866611+00
ACTIVE,2025-09-22,15:11:09,15:28:09,17,No,-,-,-,4658ea60-7154-4c6b-b6c8-014214b8c979,IMA T19,2025-10-01 03:24:25.118773+00
INACTIVE,2025-09-23,08:25:51,08:26:55,1,Yes,Packaging / Material Issues,349 Tag dettached from teabag,-,46616cfa-78b2-4afd-a94e-be8472b232ce,IMA E06,2025-10-01 03:24:31.310218+00
INACTIVE,2025-09-29,14:00:44,14:02:47,2,No,-,-,-,46872fd0-b199-4cad-8ff3-f9dd60cc59d9,IMA E06,2025-10-01 03:24:34.339012+00
ACTIVE,2025-09-17,15:42:29,16:09:29,27,No,-,-,-,46971833-e0eb-4049-a4d3-32e7f8e3b9d8,IMA T19,2025-10-01 03:24:22.877579+00
INACTIVE,2025-09-22,17:22:48,17:23:48,1,No,-,-,-,46983e9f-ed1b-4217-b010-6c817c05526e,IMA E06,2025-10-01 03:24:31.310218+00
ACTIVE,2025-09-24,12:29:25,14:08:25,99,No,-,-,-,46be7c38-3497-47d1-bcdd-2ae22250a48d,IMA T19,2025-10-01 03:24:25.640136+00
INACTIVE,2025-09-27,06:42:57,06:47:06,4,Yes,Mechanical General,311 Crumpled filter paper,-,473cd925-c789-4d44-9578-f04a6f70ba08,IMA T19,2025-10-01 03:24:26.969994+00
INACTIVE,2025-09-23,15:10:16,15:12:36,2,Yes,Man power,143 TEA BREAK,-,473cf784-690a-4737-9285-d91f242b8f0b,IMA E06,2025-10-01 03:24:31.74892+00
ACTIVE,2025-09-23,21:27:17,21:30:17,3,No,-,-,-,475eb748-fde7-4097-b77a-2668f08390ee,IMA T19,2025-10-01 03:24:25.640136+00
ACTIVE,2025-09-30,18:33:47,18:37:47,4,No,-,-,-,4771e1fd-a051-4f62-a995-1b3362cb4d5a,IMA T19,2025-10-01 03:24:28.198188+00
INACTIVE,2025-09-15,22:28:11,22:29:45,2,No,-,-,-,4772a975-8493-45f4-a742-2c8a541fbe5b,IMA T19,2025-10-01 03:24:22.074365+00
ACTIVE,2025-09-18,06:29:47,06:36:47,7,No,-,-,-,47bfbef5-0f29-466b-981c-ac57beb629d9,IMA T19,2025-10-01 03:24:22.877579+00
INACTIVE,2025-09-29,08:51:28,08:52:43,1,No,-,-,-,47ccce02-30bc-4451-9d93-550c33a752e0,IMA E06,2025-10-01 03:24:33.928006+00
ACTIVE,2025-09-30,10:26:24,10:52:24,26,No,-,-,-,47cde6c6-77d2-48e4-af89-31dda62051d8,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-18,03:43:39,04:01:39,18,No,-,-,-,47ceb11d-00da-48ab-9dc0-90d681fa8fa5,IMA E06,2025-10-01 03:24:29.576452+00
INACTIVE,2025-09-18,08:41:45,08:43:04,1,No,-,-,-,47e76423-5a0f-4904-b11c-c8056e710634,IMA E06,2025-10-01 03:24:29.576452+00
INACTIVE,2025-09-26,16:41:18,16:42:22,1,No,-,-,-,4806e24f-d837-47f2-96fe-a42834c7f9bd,IMA E06,2025-10-01 03:24:33.059588+00
ACTIVE,2025-09-18,02:40:11,03:01:41,22,No,-,-,-,481636a7-8dca-4d21-b92f-fddaf76bc7c3,IMA E06,2025-10-01 03:24:29.576452+00
INACTIVE,2025-09-27,03:31:06,03:49:09,18,Yes,Packaging / Material Issues,411 Cleaning box forming unit,-,482fb4c8-7cb7-4911-bfd1-5653f7f7d65c,IMA E06,2025-10-01 03:24:33.48849+00
INACTIVE,2025-09-18,21:11:44,21:22:16,11,Yes,-,-,-,486fac73-e15d-4f88-a140-5b205a22c3f7,IMA T19,2025-10-01 03:24:23.397716+00
ACTIVE,2025-09-23,18:58:30,19:18:00,20,No,-,-,-,48a8c36b-053d-4fd1-99b6-3d4d21db9c54,IMA E06,2025-10-01 03:24:31.74892+00
INACTIVE,2025-09-18,13:56:42,13:58:54,2,No,-,-,-,48c4102e-d9c0-4182-9750-e43aa1b4643d,IMA T19,2025-10-01 03:24:23.397716+00
ACTIVE,2025-09-17,18:33:23,18:34:53,2,No,-,-,-,48cef527-852d-4246-bbec-9e2fe9ac0c8e,IMA E06,2025-10-01 03:24:29.576452+00
ACTIVE,2025-09-29,17:13:16,17:16:16,3,No,-,-,-,48f57dea-d07f-4b74-aaaf-602667697830,IMA E06,2025-10-01 03:24:34.339012+00
ACTIVE,2025-09-25,20:31:22,20:41:22,10,No,-,-,-,492a2027-aa54-48cc-b3d1-035b6001a8dc,IMA E06,2025-10-01 03:24:32.624437+00
INACTIVE,2025-09-15,23:31:48,00:00:00,28,No,-,-,-,49559343-4e96-4df5-a1b9-0ff010bdf68f,IMA T19,2025-10-01 03:24:22.074365+00
ACTIVE,2025-09-19,07:13:44,07:20:14,6,No,-,-,-,4956b4f8-7baf-4325-8a17-d68217116238,IMA T19,2025-10-01 03:24:23.908734+00
ACTIVE,2025-09-18,08:33:38,08:47:38,14,No,-,-,-,4967414d-e12e-4e09-903b-bdf887ec9fa1,IMA T19,2025-10-01 03:24:23.397716+00
ACTIVE,2025-09-19,14:17:02,14:23:32,6,No,-,-,-,4973e03c-21f6-4488-8f7e-9511f6e43b51,IMA T19,2025-10-01 03:24:23.908734+00
ACTIVE,2025-09-20,22:08:23,22:13:23,5,No,-,-,-,498a9b6a-71b3-4309-8cdf-1145d282def9,IMA T19,2025-10-01 03:24:24.504481+00
ACTIVE,2025-09-26,18:20:39,19:12:39,52,No,-,-,-,4a04d946-5793-4674-ac63-c743045fd4c4,IMA T19,2025-10-01 03:24:26.969994+00
ACTIVE,2025-09-22,09:08:03,09:21:03,13,No,-,-,-,4a224381-2a25-45bb-a585-e198dab23a49,IMA E06,2025-10-01 03:24:30.866611+00
INACTIVE,2025-09-18,15:35:54,15:38:30,3,No,-,-,-,4a66f3a4-08cc-4d90-ae00-2c18bcad0d0d,IMA T19,2025-10-01 03:24:23.397716+00
ACTIVE,2025-09-30,09:09:14,09:24:44,16,No,-,-,-,4a9602c2-a541-4ecc-a20c-9744539659e4,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-29,14:52:23,14:55:23,3,No,-,-,-,4aaaadcf-233b-444e-bfd3-1d711a4ca28e,IMA E06,2025-10-01 03:24:34.339012+00
INACTIVE,2025-09-25,15:55:52,16:00:51,5,No,-,-,-,4ab64157-7dca-4120-96af-5193e4591a79,IMA E06,2025-10-01 03:24:32.624437+00
ACTIVE,2025-09-29,13:38:18,13:39:48,2,No,-,-,-,4ad332f9-ca18-4429-8255-e6bbb78887c9,IMA E06,2025-10-01 03:24:34.339012+00
INACTIVE,2025-09-29,06:25:05,06:26:40,2,No,-,-,-,4ad85815-1973-4b64-ba2e-37856ee2f57c,IMA E06,2025-10-01 03:24:33.928006+00
ACTIVE,2025-09-24,00:49:45,00:59:15,10,No,-,-,-,4ae1b635-7d60-43af-8bee-beafd92db38f,IMA E06,2025-10-01 03:24:31.74892+00
INACTIVE,2025-09-19,18:08:05,18:10:02,2,No,-,-,-,4ae38d5a-079b-414b-a4a1-7b2a803114d6,IMA E06,2025-10-01 03:24:30.437349+00
ACTIVE,2025-09-26,04:01:00,04:14:30,14,No,-,-,-,4aed4bf6-e0ed-4f33-a9d5-ee302627bf7d,IMA E06,2025-10-01 03:24:33.059588+00
ACTIVE,2025-09-19,17:22:02,17:23:32,2,No,-,-,-,4b018b3d-eff7-492b-9738-0ab9d7f9be51,IMA T19,2025-10-01 03:24:23.908734+00
INACTIVE,2025-09-20,17:00:42,17:01:44,1,Yes,Mechanical General,311 Crumpled filter paper,-,4b09b3f1-aa4d-4b25-90c0-1adc01be35f2,IMA T19,2025-10-01 03:24:24.504481+00
ACTIVE,2025-09-18,09:24:54,10:27:54,63,No,-,-,-,4b27ec5e-c33f-4b88-b554-7e5f912bced5,IMA E06,2025-10-01 03:24:29.576452+00
ACTIVE,2025-09-29,08:14:07,08:22:07,8,No,-,-,-,4b47d43b-5e8a-40c0-b4ce-9c6f73048b35,IMA T19,2025-10-01 03:24:27.585911+00
ACTIVE,2025-09-20,22:25:17,22:28:47,4,No,-,-,-,4b6ed14e-1846-4637-b10a-57e21e3309a6,IMA T19,2025-10-01 03:24:24.504481+00
ACTIVE,2025-09-18,21:33:35,21:35:05,2,No,-,-,-,4b93c863-e3f6-43f4-a015-9a6acf91a297,IMA T19,2025-10-01 03:24:23.908734+00
ACTIVE,2025-09-29,22:14:04,22:42:34,28,No,-,-,-,4c174e02-014e-496a-84bb-59f2f7965f10,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-20,19:14:22,19:24:52,10,No,-,-,-,4c604824-a02d-4885-863e-451fa87ef1a4,IMA T19,2025-10-01 03:24:24.504481+00
ACTIVE,2025-09-29,19:50:49,19:51:49,1,No,-,-,-,4c606ef2-e56f-4536-baa3-55f2b5a2b005,IMA T19,2025-10-01 03:24:27.585911+00
ACTIVE,2025-09-25,13:50:27,14:18:27,28,No,-,-,-,4c7c3cfc-8a00-4116-a1c6-05fab355db6d,IMA E06,2025-10-01 03:24:32.624437+00
INACTIVE,2025-09-29,11:09:03,12:28:38,80,Yes,-,-,-,4c8d9f1c-84e4-4d8c-baba-d318442881f9,IMA E06,2025-10-01 03:24:33.928006+00
ACTIVE,2025-09-18,09:14:12,09:24:42,10,No,-,-,-,4c9babc2-7141-44af-9f4e-5c994e59e773,IMA T19,2025-10-01 03:24:23.397716+00
ACTIVE,2025-09-20,22:35:43,22:38:13,2,No,-,-,-,4ca3ccad-1319-400d-8344-39c76f6c14ec,IMA E06,2025-10-01 03:24:30.866611+00
ACTIVE,2025-09-24,15:09:47,15:10:47,1,No,-,-,-,4cb6938f-b87c-49df-82b8-54a2d81471ad,IMA T19,2025-10-01 03:24:25.640136+00
INACTIVE,2025-09-29,12:34:39,12:37:39,3,Yes,-,-,-,4cda7ba8-72fb-4d42-b086-41d4d10a60fa,IMA E06,2025-10-01 03:24:33.928006+00
INACTIVE,2025-09-22,09:04:48,09:07:24,3,Yes,Packaging / Material Issues,349 Tag dettached from teabag,-,4cec789f-9c1d-4dbb-bd40-3483899e8e6b,IMA E06,2025-10-01 03:24:30.866611+00
ACTIVE,2025-09-22,12:19:38,12:30:08,10,No,-,-,-,4d45f5e7-b1d6-4442-9536-c6dd914c092d,IMA T19,2025-10-01 03:24:25.118773+00
INACTIVE,2025-09-17,12:47:39,12:48:39,1,No,-,-,-,4d47cc57-e1a2-4643-bcd2-adb7bc6d49b6,IMA T19,2025-10-01 03:24:22.877579+00
ACTIVE,2025-09-18,13:59:33,14:49:33,50,No,-,-,-,4d7c9d52-7eda-41ff-ae9b-073e389fa4f6,IMA T19,2025-10-01 03:24:23.397716+00
INACTIVE,2025-09-25,21:45:46,21:47:21,2,No,-,-,-,4d8aeb3b-17d7-425a-8639-b3368786e243,IMA E06,2025-10-01 03:24:32.624437+00
ACTIVE,2025-09-29,06:36:10,06:37:40,2,No,-,-,-,4d92734d-1cbf-4a6f-aa84-75f5baf3cc73,IMA T19,2025-10-01 03:24:27.585911+00
ACTIVE,2025-09-18,03:08:15,03:14:15,6,No,-,-,-,4d9f46db-43e6-4aa6-b805-4accdefe0a54,IMA E06,2025-10-01 03:24:29.576452+00
ACTIVE,2025-09-27,19:04:07,19:16:37,12,No,-,-,-,4da9cedf-9145-4c82-877a-4e8cf8c98b8b,IMA T19,2025-10-01 03:24:26.969994+00
ACTIVE,2025-09-20,09:51:57,10:10:27,18,No,-,-,-,4dbdf96b-18f7-4a18-9542-9cd328ab51a5,IMA T19,2025-10-01 03:24:24.504481+00
ACTIVE,2025-09-15,17:44:14,17:52:14,8,No,-,-,-,4dbf0f6d-dd0f-47a5-9b0a-b3306f1a8f37,IMA T19,2025-10-01 03:24:22.074365+00
INACTIVE,2025-09-19,13:52:47,13:55:52,3,No,-,-,-,4dc5e5ea-72bf-4e64-8094-7a7cd46cc51d,IMA E06,2025-10-01 03:24:30.437349+00
INACTIVE,2025-09-17,20:41:06,21:41:11,60,No,-,-,-,4dd07640-1497-43f0-812b-0ef84b2520ce,IMA E06,2025-10-01 03:24:29.576452+00
ACTIVE,2025-09-27,09:09:33,11:09:33,120,No,-,-,-,4de8f9c9-9d22-46f9-b708-ea57dee8caa1,IMA E06,2025-10-01 03:24:33.48849+00
INACTIVE,2025-09-24,21:07:04,21:08:35,2,No,-,-,-,4dea3fd6-12cf-40c7-9b8a-2ed13ee2dd50,IMA T19,2025-10-01 03:24:26.172856+00
ACTIVE,2025-09-30,18:59:15,19:07:15,8,No,-,-,-,4e0310a4-3739-4b5c-ae0a-247bbd7262bd,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-20,23:17:18,23:21:18,4,No,-,-,-,4e2f1c42-3873-499c-9629-ecd3f579aa9d,IMA E06,2025-10-01 03:24:30.866611+00
ACTIVE,2025-09-15,08:26:47,08:31:17,4,No,-,-,-,4e38779a-5330-426b-af3b-1476d5c7700d,IMA T19,2025-10-01 03:24:22.074365+00
INACTIVE,2025-09-29,16:32:09,16:34:14,2,Yes,-,-,-,4e4d2c14-14a2-4425-a4f5-774f336dd60b,IMA E06,2025-10-01 03:24:34.339012+00
ACTIVE,2025-09-20,21:54:37,22:01:37,7,No,-,-,-,4e90aa6c-afe5-482a-9af6-ef2156919d6e,IMA T19,2025-10-01 03:24:24.504481+00
ACTIVE,2025-09-19,02:26:51,03:22:21,56,No,-,-,-,4e90d665-f472-40fc-a16a-3ebe36772573,IMA E06,2025-10-01 03:24:30.005057+00
ACTIVE,2025-09-26,17:31:47,17:48:47,17,No,-,-,-,4ea72141-4644-4ad8-b007-3e02e3503703,IMA E06,2025-10-01 03:24:33.059588+00
ACTIVE,2025-09-23,07:10:04,07:23:04,13,No,-,-,-,4eb79fd0-dc0e-41f4-b9eb-37e78e6c1506,IMA E06,2025-10-01 03:24:31.310218+00
INACTIVE,2025-09-30,09:53:20,09:55:19,2,No,-,-,-,4ec4bf73-1bf2-4322-be76-8baadc86e96c,IMA T19,2025-10-01 03:24:28.198188+00
ACTIVE,2025-09-16,04:40:37,04:46:07,6,No,-,-,-,4ed3e831-641f-4411-86ea-18b29ebff0dd,IMA E06,2025-10-01 03:24:29.128339+00
ACTIVE,2025-09-22,07:22:38,07:37:08,14,No,-,-,-,4ed736f1-a6c7-48e0-81eb-c721d133b47d,IMA T19,2025-10-01 03:24:24.504481+00
ACTIVE,2025-09-24,01:00:35,01:01:35,1,No,-,-,-,4ee19164-60f8-4da8-ac6a-5bc37df85065,IMA E06,2025-10-01 03:24:31.74892+00
INACTIVE,2025-09-26,17:09:56,17:11:31,2,Yes,Mechanical General,400 Excess glue,-,4eeb3718-0756-4e6e-aaef-81aa74cf6e9a,IMA E06,2025-10-01 03:24:33.059588+00
INACTIVE,2025-09-29,07:37:32,07:38:32,1,No,-,-,-,4ef1946a-e875-4b3b-be7f-687cd26dc061,IMA E06,2025-10-01 03:24:33.928006+00
ACTIVE,2025-09-17,19:37:31,19:41:31,4,No,-,-,-,4f2fec38-e779-4c59-9d3c-f99942e2cbdd,IMA T19,2025-10-01 03:24:22.877579+00
ACTIVE,2025-09-20,17:08:21,17:10:51,2,No,-,-,-,4f329ea7-dc15-4b36-84b0-41b36cf3538f,IMA T19,2025-10-01 03:24:24.504481+00
ACTIVE,2025-09-18,21:50:30,21:55:00,4,No,-,-,-,4f7e8691-95c6-4753-8a5a-25650eb0f344,IMA T19,2025-10-01 03:24:23.908734+00
INACTIVE,2025-09-29,10:32:05,10:33:08,1,No,-,-,-,4f821136-4861-4c1c-a3d8-da4acd335386,IMA E06,2025-10-01 03:24:33.928006+00
INACTIVE,2025-09-15,10:19:07,10:22:07,3,No,-,-,-,4f8b4ba4-ff60-4aea-a600-d39ce4ad5d7e,IMA E06,2025-10-01 03:24:28.642092+00
INACTIVE,2025-09-23,05:01:25,05:02:29,1,No,-,-,-,4f990313-ed5c-4d83-acf4-c4c7e683dffd,IMA E06,2025-10-01 03:24:31.310218+00
INACTIVE,2025-09-16,00:57:27,01:02:32,5,No,-,-,-,4fdccdc9-6441-46ca-83df-781c2e92307b,IMA E06,2025-10-01 03:24:29.128339+00
INACTIVE,2025-09-29,13:11:34,13:14:39,3,No,-,-,-,4ff81509-32ff-4e53-86fd-9de1c9bcedf6,IMA E06,2025-10-01 03:24:33.928006+00
ACTIVE,2025-09-26,23:35:03,23:54:03,19,No,-,-,-,5007b411-d712-4297-8b1d-86129eac5509,IMA E06,2025-10-01 03:24:33.48849+00
INACTIVE,2025-09-23,14:16:58,14:29:02,12,No,-,-,-,5009fa21-581c-49d1-8848-39a836fba562,IMA E06,2025-10-01 03:24:31.74892+00
INACTIVE,2025-09-24,12:49:19,12:52:02,3,Yes,Material Shortage,304 No envelope,-,50564c1a-6dc5-4a8e-94af-af4857aded05,IMA E06,2025-10-01 03:24:32.188922+00
INACTIVE,2025-09-22,05:18:46,06:17:32,59,No,-,-,-,50594129-c266-4fb7-8b2d-1d977b99b3c4,IMA E06,2025-10-01 03:24:30.866611+00
INACTIVE,2025-09-18,06:36:49,06:49:10,12,No,-,-,-,506ff10e-14a4-4218-bb76-b5a21d9d19f2,IMA T19,2025-10-01 03:24:23.397716+00
INACTIVE,2025-09-16,07:20:21,07:21:26,1,No,-,-,-,507a54ec-37e8-4d01-9e55-2b6b928bc016,IMA E06,2025-10-01 03:24:29.128339+00
ACTIVE,2025-09-26,23:56:42,00:00:00,3,No,-,-,-,5080a615-5fde-4ddc-ae95-561419c1e60a,IMA E06,2025-10-01 03:24:33.48849+00
ACTIVE,2025-09-15,09:54:38,10:29:08,34,No,-,-,-,508cac73-264b-44ec-a358-a20eae93f258,IMA T19,2025-10-01 03:24:22.074365+00
ACTIVE,2025-09-30,14:05:42,14:34:12,28,No,-,-,-,509cac2a-af35-4ef9-9f56-68ff57e1bba3,IMA T19,2025-10-01 03:24:28.198188+00
INACTIVE,2025-09-27,23:06:13,23:08:47,3,No,-,-,-,50ac53c7-35b1-4c79-97ac-0e6839040a03,IMA E06,2025-10-01 03:24:33.928006+00
INACTIVE,2025-09-25,05:37:09,06:23:47,47,No,-,-,-,50faf096-82cc-4aa4-8af7-cd18cf514c4a,IMA E06,2025-10-01 03:24:32.624437+00
ACTIVE,2025-09-20,22:06:05,22:07:35,2,No,-,-,-,50ff35cd-7675-4d20-8473-75877771f4c1,IMA T19,2025-10-01 03:24:24.504481+00
ACTIVE,2025-09-23,00:57:51,01:06:51,9,No,-,-,-,512e439b-e097-4b72-9e09-043abac00c53,IMA E06,2025-10-01 03:24:31.310218+00
ACTIVE,2025-09-29,09:44:08,10:26:08,42,No,-,-,-,5131d880-3f68-4828-96a6-561d1a00f112,IMA T19,2025-10-01 03:24:27.585911+00
INACTIVE,2025-09-29,15:35:24,15:36:29,1,No,-,-,-,51463ed8-e966-4f28-8b1b-3463ebd798d6,IMA T19,2025-10-01 03:24:27.585911+00
INACTIVE,2025-09-26,05:27:26,05:28:31,1,No,-,-,-,514a9f0c-eaa3-4dc9-b9d2-f627bd1e7f0a,IMA E06,2025-10-01 03:24:33.059588+00
ACTIVE,2025-09-16,05:19:01,05:22:31,4,No,-,-,-,5158f444-947b-4542-a16c-30970f20ea14,IMA E06,2025-10-01 03:24:29.128339+00
ACTIVE,2025-09-20,12:15:52,12:39:22,24,No,-,-,-,51754641-fffb-41fe-804a-ae067167bf03,IMA T19,2025-10-01 03:24:24.504481+00
INACTIVE,2025-09-20,22:13:53,22:17:57,4,No,-,-,-,518f3e78-dc27-45e4-a40f-980ec2dbd517,IMA E06,2025-10-01 03:24:30.866611+00
INACTIVE,2025-09-17,15:45:37,15:49:10,4,No,-,-,-,51ac23b3-a21a-44ae-bd2e-86dc243fac7f,IMA E06,2025-10-01 03:24:29.128339+00
ACTIVE,2025-09-29,15:07:22,15:09:22,2,No,-,-,-,51b625fe-2b7c-4a84-9585-e585f177ad07,IMA T19,2025-10-01 03:24:27.585911+00
ACTIVE,2025-09-23,09:16:41,09:31:41,15,No,-,-,-,51c9f31d-716d-4d65-8a9c-230cc9e95939,IMA T19,2025-10-01 03:24:25.118773+00
ACTIVE,2025-09-18,09:20:35,09:24:05,4,No,-,-,-,51ccb98d-bc9c-4b09-a8f6-ee2a2df320ea,IMA E06,2025-10-01 03:24:29.576452+00
ACTIVE,2025-09-23,21:57:33,22:26:33,29,No,-,-,-,52459172-885b-4bf0-b225-37008426394f,IMA E06,2025-10-01 03:24:31.74892+00
INACTIVE,2025-09-15,15:03:18,15:11:14,8,Yes,Changeover / Setup,131 Change over,-,525f8330-4255-4137-af18-95fe19df4c82,IMA E06,2025-10-01 03:24:28.642092+00
ACTIVE,2025-09-27,06:47:46,06:49:16,2,No,-,-,-,52613e66-671d-4ad2-a224-9489b620283f,IMA T19,2025-10-01 03:24:26.969994+00
ACTIVE,2025-09-29,10:55:54,11:08:54,13,No,-,-,-,5282fbcd-7811-499d-906c-d38c20cfe058,IMA E06,2025-10-01 03:24:33.928006+00
INACTIVE,2025-09-19,18:51:24,18:54:38,3,No,-,-,-,52878e77-15ea-46b7-9675-626bf111a673,IMA T19,2025-10-01 03:24:23.908734+00
ACTIVE,2025-09-24,08:12:11,08:13:41,2,No,-,-,-,528bdcfb-dc7c-42f3-899a-d44ff9ae8bf2,IMA T19,2025-10-01 03:24:25.640136+00
INACTIVE,2025-09-18,15:04:43,15:05:43,1,No,-,-,-,52914ef5-8ac5-4823-ad28-22f4fc5e93fe,IMA T19,2025-10-01 03:24:23.397716+00
ACTIVE,2025-09-19,16:53:55,17:11:25,18,No,-,-,-,529a8f67-936f-4c47-b9be-35d08e8d0175,IMA T19,2025-10-01 03:24:23.908734+00
ACTIVE,2025-09-29,16:34:29,16:38:59,4,No,-,-,-,529c09e9-d102-4749-b4da-1f348307ec24,IMA E06,2025-10-01 03:24:34.339012+00
ACTIVE,2025-09-29,13:17:13,13:26:13,9,No,-,-,-,529da4ee-c6fc-4711-8a1d-d557e855fc07,IMA E06,2025-10-01 03:24:33.928006+00
INACTIVE,2025-09-26,20:55:13,21:57:18,62,Yes,Material Shortage,304 No envelope,-,52a26dfe-71d6-4b87-a74f-a1f16ae9fd78,IMA E06,2025-10-01 03:24:33.059588+00
ACTIVE,2025-09-25,16:09:38,16:10:38,1,No,-,-,-,52e2ad66-f4b6-4603-b0bf-d15b20203a70,IMA E06,2025-10-01 03:24:32.624437+00
INACTIVE,2025-09-23,09:40:06,09:41:41,2,No,-,-,-,5355132e-cd5b-4982-a312-0e7aa6f3aacd,IMA E06,2025-10-01 03:24:31.74892+00
ACTIVE,2025-09-26,12:29:55,12:34:25,4,No,-,-,-,535d42e4-b1c8-415b-ad77-d5506c9349ce,IMA T19,2025-10-01 03:24:26.172856+00
INACTIVE,2025-09-17,20:37:05,20:38:08,1,No,-,-,-,53cbef26-0aeb-4444-9d27-e2d75cbdcb68,IMA E06,2025-10-01 03:24:29.576452+00
